tip_name,dist_to_'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',dist_to_'A/H3N2|A/HongKong/4801/2014|HongKong|2014',dist_to_'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',dist_to_'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',clade_label,min_dist,clade_label_iso_name
'H3N2|A/Sydney/8/2014|70485|70485-HA|H3|NSW/Punchbowl|2014-01-11',0.024691,0.012957,0.009251,0.020976,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.009251,A/SouthAustralia/55/2014
'H3N2|A/Perth/116/2015|70708|70708-HA|H3|WA/Thornlie|2015-07-15',0.013587000000000002,0.005545,0.017915,0.02595,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.005545,A/HongKong/4801/2014
'H3N2|A/Brisbane/140/2015|70670|70670-HA|H3|QLD/Brisbane|2015-07-06',0.014801000000000002,0.009231000000000001,0.021601000000000006,0.029636000000000003,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009231000000000001,A/HongKong/4801/2014
'H3N2|A/Victoria/673/2014|70545|70545-HA|H3|VIC/Rowville|2014-09-07',0.011731,0.006156999999999999,0.018527000000000002,0.026562000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006156999999999999,A/HongKong/4801/2014
'H3N2|A/Victoria/5054/2014|70537|70537-HA|H3|VIC/Balwyn|2014-09-16',0.027807000000000005,0.016073,0.012367000000000003,0.024092000000000002,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.012367000000000003,A/SouthAustralia/55/2014
'H3N2|A/Brisbane/183/2015|70800|70800-HA|H3|QLD/Brisbane|2015-10-13',0.009898999999999998,0.006795000000000001,0.019165,0.027200000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006795000000000001,A/HongKong/4801/2014
'H3N2|A/Tasmania/1012/2015|70683|70683-HA|H3|TAS/Glenorchy|2015-08-04',0.030889,0.019155,0.015449000000000003,0.027174000000000004,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.015449000000000003,A/SouthAustralia/55/2014
'H3N2|A/Darwin/1008/2016|70929|70929-HA|H3|NT/Katherine|2016-09-22',0.008643,0.011725000000000003,0.024095000000000005,0.03212999999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.008643,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Sydney/1006/2015|70627|70627-HA|H3|NSW/Yagoona|2015-06-18',0.016056,0.008014,0.020384000000000003,0.028419,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008014,A/HongKong/4801/2014
'H3N2|A/Tasmania/1007/2015|70742|70742-HA|H3|TAS/RoseBay|2015-07-06',0.01235,0.006776000000000001,0.019146000000000003,0.027181000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006776000000000001,A/HongKong/4801/2014
'H3N2|A/Victoria/19/2015|70700|70700-HA|H3|VIC/StKilda|2015-07-17',0.012967000000000001,0.007393000000000001,0.019763000000000003,0.027798000000000003,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.007393000000000001,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/9/2015|70557|70557-HA|H3|SA/Parkside|2015-02-12',0.016659,0.006156999999999999,0.018527000000000002,0.026562000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006156999999999999,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/2/2013|70455|70455-HA|H3|SA/Prospect|2013-01-09',0.033395,0.021661,0.021645000000000005,0.013652000000000001,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.013652000000000001,A/SouthAustralia/30/2012
'H3N2|A/Victoria/580/2016|70871|70871-HA|H3|VIC/Dandenong|2016-08-09',0.006791999999999999,0.009874000000000003,0.022244000000000003,0.030278999999999993,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006791999999999999,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/42/2016|70861|70861-HA|H3|VIC/Melbourne|2016-07-20',0.007408,0.010494000000000002,0.022864000000000002,0.030898999999999996,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.007408,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/127/2015|70663|70663-HA|H3|QLD/Brisbane|2015-06-24',0.013581000000000003,0.008011,0.020381000000000003,0.028416000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008011,A/HongKong/4801/2014
'H3N2|A/Brisbane/231/2016|70928|70928-HA|H3|QLD/Dalby|2016-09-07',0.007406000000000001,0.012950000000000003,0.025320000000000002,0.033354999999999996,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.007406000000000001,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/300/2016|70958|70958-HA|H3|QLD/HerveyBay|2016-10-30',0.0074140000000000005,0.010496000000000004,0.022866000000000004,0.03090099999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.0074140000000000005,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/1002/2012|70418|70418-HA|H3|VIC/Melbourne|2012-07-16',0.030270000000000005,0.018536000000000004,0.018520000000000005,0.017919,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.017919,A/SouthAustralia/30/2012
'H3N2|A/Sydney/1043/2015|70769|70769-HA|H3|NSW/Trewilga|2015-09-14',0.016673,0.008631000000000002,0.021001000000000006,0.029036000000000006,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008631000000000002,A/HongKong/4801/2014
'H3N2|A/Victoria/2118/2015|70794|70794-HA|H3|VIC|2015-09-01',0.030878000000000003,0.019144,0.015438000000000004,0.027163000000000007,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.015438000000000004,A/SouthAustralia/55/2014
'H3N2|A/Brisbane/299/2016|70957|70957-HA|H3|QLD/MoretonBay|2016-10-29',0.01236,0.019136,0.031506,0.039541,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.01236,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/184/2015|70801|70801-HA|H3|QLD/Nambour|2015-10-24',0.015432000000000001,0.007390000000000001,0.019760000000000003,0.027795000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.007390000000000001,A/HongKong/4801/2014
'H3N2|A/Victoria/71/2016|70902|70902-HA|H3|VIC|2016-10-03',0.007414,0.014190000000000001,0.02656,0.034594999999999994,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.007414,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/23/2015|70724|70724-HA|H3|VIC/Sunshine|2015-07-23',0.014195000000000003,0.008625,0.020995000000000003,0.029030000000000007,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008625,A/HongKong/4801/2014
'H3N2|A/Sydney/195/2012|70440|70440-HA|H3|NSW/Sydney|2012-08-06',0.035828,0.024094,0.024078000000000002,0.006163,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.006163,A/SouthAustralia/30/2012
'H3N2|A/Brisbane/303/2016|70960|70960-HA|H3|QLD/Brisbane|2016-10-23',0.008024,0.011106000000000003,0.023476000000000004,0.03151099999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.008024,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Newcastle/187/2016|70924|70924-HA|H3|NSW/Bellbrook|2016-09-10',0.011114,0.017890000000000003,0.030260000000000002,0.038294999999999996,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.011114,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Sydney/1023/2015|70715|70715-HA|H3|NSW/Cowra|2015-08-19',0.010494,0.007398000000000002,0.019768,0.027803000000000005,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.007398000000000002,A/HongKong/4801/2014
'H3N2|A/Brisbane/1004/2015|70698|70698-HA|H3|QLD/TambourineMountain|2015-07-24',0.009878999999999999,0.006783000000000002,0.019153000000000003,0.027188000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006783000000000002,A/HongKong/4801/2014
'H3N2|A/Victoria/692/2012|70427|70427-HA|H3|VIC/Melbourne|2012-08-01',0.017920000000000005,0.0061860000000000005,0.009868000000000002,0.017903000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.0061860000000000005,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/148/2012|70443|70443-HA|H3|SA/Adelaide|2012-09-10',0.024094000000000008,0.012360000000000001,0.012344000000000003,0.016687,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.012344000000000003,A/SouthAustralia/55/2014
'H3N2|A/Sydney/1002/2012|70419|70419-HA|H3|NSW/BornBorn|2012-07-17',0.038309,0.026575,0.026559000000000006,0.008644,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.008644,A/SouthAustralia/30/2012
'H3N2|A/Victoria/69/2014|70519|70519-HA|H3|VIC/Clatyon|2014-07-16',0.027785000000000004,0.016051,0.0036910000000000003,0.02407,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.0036910000000000003,A/SouthAustralia/55/2014
'H3N2|A/Sydney/1014/2013|70475|70475-HA|H3|NSW/CoffsHarbour|2013-10-24',0.022843000000000002,0.011109,0.007399000000000001,0.019128000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.007399000000000001,A/SouthAustralia/55/2014
'H3N2|A/Victoria/5076/2014|70548|70548-HA|H3|VIC/Prahran|2014-10-27',0.029036000000000006,0.017302,0.013596000000000002,0.025321000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.013596000000000002,A/SouthAustralia/55/2014
'H3N2|A/Victoria/527/2015|70653|70653-HA|H3|VIC/Rowville|2015-06-25',0.013579,0.008009000000000002,0.020379000000000005,0.028414000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008009000000000002,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/55/2016|70835|70835-HA|H3|SA/Adelaide|2016-07-11',0.006179,0.014179,0.026549,0.034584,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006179,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Canberra/2/2014|70490|70490-HA|H3|ACT/Canberra|2014-01-23',0.022845000000000004,0.011111,0.0074010000000000005,0.01913,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.0074010000000000005,A/SouthAustralia/55/2014
'H3N2|A/Brisbane/1004/2016|70872|70872-HA|H3|QLD/Kallangur|2016-07-25',0.008024,0.013568000000000002,0.025938,0.033972999999999996,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.008024,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/SouthAustralia/54/2012|70400|70400-HA|H3|SA|2012-06-26',0.029637000000000004,0.017903000000000002,0.017887000000000004,0.00989,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.00989,A/SouthAustralia/30/2012
'H3N2|A/Sydney/52/2015|70680|70680-HA|H3|NSW/Sydney|2015-06-17',0.009255,0.006163000000000001,0.018533,0.026568000000000005,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006163000000000001,A/HongKong/4801/2014
'H3N2|A/Victoria/12/2016|70826|70826-HA|H3|VIC/Toorak|2016-06-18',0.006183999999999999,0.014184,0.026554000000000005,0.034589,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006183999999999999,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/11/2012|70384|70384-HA|H3|QLD/GoldCoast|2012-02-13',0.03583,0.024096,0.024080000000000004,0.006165,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.006165,A/SouthAustralia/30/2012
'H3N2|A/Sydney/4/2015|70564|70564-HA|H3|NSW/Sefton|2015-01-05',0.012353000000000001,0.004311000000000001,0.016681,0.024716000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004311000000000001,A/HongKong/4801/2014
'mixed|A/Brisbane/6/2016|70810-b|70810-HAb|H3|QLD/GoldCoast|2016-01-04',0.014822,0.006780000000000001,0.019150000000000004,0.027185,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006780000000000001,A/HongKong/4801/2014
'H3N2|A/Sydney/1011/2015|70710|70710-HA|H3|NSW/Yagoona|2015-08-20',0.012975,0.004933,0.017303000000000002,0.025338000000000003,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004933,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/1032/2014|70532|70532-HA|H3|SA/Kudla|2014-09-08',0.027807000000000005,0.016073,0.012367000000000003,0.024092000000000002,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.012367000000000003,A/SouthAustralia/55/2014
'H3N2|A/Townsville/37/2015|70803|70803-HA|H3|QLD/Bowen|2015-10-18',0.017274,0.009232,0.021602000000000003,0.029637000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009232,A/HongKong/4801/2014
'H3N2|A/Victoria/509/2015|70593|70593-HA|H3|VIC/NoblePark|2015-04-24',0.012355000000000001,0.004313,0.016683000000000003,0.024718000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004313,A/HongKong/4801/2014
'H3N2|A/Victoria/523/2015|70652|70652-HA|H3|VIC/Dandenong|2015-07-01',0.028436000000000003,0.016702,0.012996,0.024721000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.012996,A/SouthAustralia/55/2014
'H3N2|A/Victoria/516/2015|70649|70649-HA|H3|VIC/Dandenong|2015-07-06',0.030264000000000006,0.01853,0.014824000000000004,0.026549000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.014824000000000004,A/SouthAustralia/55/2014
'H3N2|A/Victoria/43/2012|70402|70402-HA|H3|VIC|2012-07-14',0.029036000000000003,0.017302,0.017286000000000003,0.016685,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.016685,A/SouthAustralia/30/2012
'H3N2|A/Sydney/530/2014|70577|70577-HA|H3|NSW/Ramsgate|2014-12-04',0.012957000000000002,0.0073869999999999995,0.019757000000000004,0.027792000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.0073869999999999995,A/HongKong/4801/2014
'H3N2|A/Tasmania/1015/2015|70711|70711-HA|H3|TAS/RoseBay|2015-08-17',0.016672,0.008630000000000002,0.021000000000000005,0.029035000000000005,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008630000000000002,A/HongKong/4801/2014
'H3N2|A/Victoria/5025/2014|70536|70536-HA|H3|VIC/Prahran|2014-09-01',0.027799000000000004,0.016065,0.012359000000000002,0.024084,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.012359000000000002,A/SouthAustralia/55/2014
'H3N2|A/Sydney/529/2014|70573|70573-HA|H3|NSW/Woolloomooloo|2014-11-20',0.014198000000000002,0.004924,0.017294,0.025329000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004924,A/HongKong/4801/2014
'H3N2|A/Perth/31/2015|70615|70615-HA|H3|WA/Cottesloe|2015-04-13',0.013581000000000001,0.008011,0.020381000000000003,0.028416000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008011,A/HongKong/4801/2014
'H3N2|A/Brisbane/68/2016|70817|70817-HA|H3|QLD/Yeppoon|2016-03-14',0.016668000000000002,0.008626,0.020996,0.029031,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008626,A/HongKong/4801/2014
'H3N2|A/Perth/1055/2014|70554|70554-HA|H3|WA/Broome|2014-11-06',0.012355000000000001,0.004313,0.016683000000000003,0.024718000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004313,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/57/2015|70595|70595-HA|H3|SA/Magill|2015-04-20',0.016064,0.005562,0.017932000000000003,0.025967000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.005562,A/HongKong/4801/2014
'H3N2|A/Victoria/123/2016|70934|70934-HA|H3|VIC/Kew|2016-09-10',0.010491,0.013573000000000002,0.025943000000000004,0.033978,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.010491,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Sydney/156/2014|70530|70530-HA|H3|NSW/CatherineField|2014-07-16',0.014196,0.0036940000000000002,0.016064000000000002,0.024099000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.0036940000000000002,A/HongKong/4801/2014
'H3N2|A/Brisbane/102/2015|70622|70622-HA|H3|QLD/Brisbane|2015-05-07',0.014192000000000001,0.008622000000000001,0.020992000000000004,0.029026999999999997,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008622000000000001,A/HongKong/4801/2014
'H3N2|A/Sydney/233/2012|70434|70434-HA|H3|NSW/HallidaysPoint|2012-07-25',0.030258000000000004,0.018524000000000002,0.018508000000000004,0.010511,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.010511,A/SouthAustralia/30/2012
'H3N2|A/Sydney/9/2016|70807|70807-HA|H3|NSW/Cabramatta|2016-01-08',0.014822000000000002,0.009252,0.021622000000000002,0.029657000000000003,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009252,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/79/2015|70641|70641-HA|H3|SA/Norwood|2015-06-25',0.014823,0.006781000000000001,0.019151000000000005,0.027186000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006781000000000001,A/HongKong/4801/2014
'H3N2|A/SouthAustralia/1038/2015|70786|70786-HA|H3|SA/MountCompass|2015-09-15',0.015437,0.007395000000000001,0.019765000000000005,0.027800000000000005,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.007395000000000001,A/HongKong/4801/2014
'H3N2|A/Canberra/3/2014|70491|70491-HA|H3|ACT/Canberra|2014-01-27',0.021017,0.009283000000000001,0.014193,0.022228,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009283000000000001,A/HongKong/4801/2014
'H3N2|A/Brisbane/174/2015|70759|70759-HA|H3|QLD/Rockhampton|2015-09-07',0.017281,0.009239,0.021609000000000003,0.029644000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009239,A/HongKong/4801/2014
'H3N2|A/Brisbane/296/2016|70955|70955-HA|H3|QLD/Brisbane|2016-11-07',0.009265,0.014809000000000003,0.027179,0.035213999999999995,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.009265,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/SouthAustralia/118/2016|70909|70909-HA|H3|SA/ElizabethVale|2016-10-18',0.032116000000000006,0.020382,0.008018,0.028401000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.008018,A/SouthAustralia/55/2014
'H3N2|A/Tasmania/1016/2015|70713|70713-HA|H3|TAS/Prospect|2015-08-17',0.031497,0.019763,0.016057000000000002,0.027782,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.016057000000000002,A/SouthAustralia/55/2014
'H3N2|A/Victoria/213/2012|70451|70451-HA|H3|VIC|2012-08-28',0.02347400000000001,0.01174,0.011724000000000002,0.016055,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.011724000000000002,A/SouthAustralia/55/2014
'H3N2|A/Sydney/18/2015|70569|70569-HA|H3|NSW/MtPritchard|2015-03-11',0.014194000000000002,0.008620000000000001,0.02099,0.029025000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008620000000000001,A/HongKong/4801/2014
'H3N2|A/Perth/89/2015|70703|70703-HA|H3|WA/Innaloo|2015-08-03',0.014806000000000003,0.009236000000000001,0.021606000000000004,0.029641000000000008,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009236000000000001,A/HongKong/4801/2014
'H3N2|A/Darwin/1002/2016|70901|70901-HA|H3|NT/Darwin|2016-08-15',0.006793,0.012337000000000002,0.024707,0.03274199999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006793,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/88/2015|70604|70604-HA|H3|QLD/Brisbane|2015-05-05',0.017896000000000002,0.009854000000000002,0.022224000000000004,0.030259,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.009854000000000002,A/HongKong/4801/2014
'H3N2|A/Canberra/1001/2016|70867|70867-HA|H3|ACT/Belconnen|2016-07-25',0.006796,0.009878000000000003,0.022248000000000004,0.03028299999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006796,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/SouthAustralia/115/2016|70911|70911-HA|H3|SA/BedfordPark|2016-09-15',0.008022999999999999,0.011105000000000002,0.023475000000000003,0.031509999999999996,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.008022999999999999,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/51/2015|70778|70778-HA|H3|VIC/Newport|2015-08-19',0.029652000000000005,0.017918000000000003,0.014212000000000004,0.025937000000000005,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.014212000000000004,A/SouthAustralia/55/2014
'H3N2|A/Tasmania/92/2016|70931|70931-HA|H3|TAS/EastDevonport|2016-10-26',0.006176,0.014176,0.026546000000000004,0.034581,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006176,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/3054/2015|70753|70753-HA|H3|VIC/Lilydale|2015-09-03',0.029061000000000003,0.017327000000000002,0.013621000000000001,0.025346000000000004,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.013621000000000001,A/SouthAustralia/55/2014
'H3N2|A/Victoria/663/2016|70962|70962-HA|H3|VIC/Eunemmerring|2016-11-09',0.01361,0.01051,0.02288,0.030915000000000005,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.01051,A/HongKong/4801/2014
'H3N2|A/Victoria/27/2014|70509|70509-HA|H3|VIC|2014-06-25',0.027176000000000002,0.015442,0.0030740000000000003,0.023461000000000003,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.0030740000000000003,A/SouthAustralia/55/2014
'H3N2|A/Perth/40/2015|70618|70618-HA|H3|WA/Geraldton|2015-05-12',0.012969000000000001,0.004927,0.017297,0.025332,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.004927,A/HongKong/4801/2014
'H3N2|A/Sydney/28/2013|70467|70467-HA|H3|NSW/Sydney|2013-06-19',0.017926000000000004,0.0061920000000000005,0.011106,0.019141000000000002,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.0061920000000000005,A/HongKong/4801/2014
'A/H3N2|A/Victoria/361/2011|Australia|2011-10-24',0.024700000000000003,0.012966000000000002,0.012950000000000003,0.012353,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.012353,A/SouthAustralia/30/2012
'H3N2|A/Brisbane/298/2016|70956|70956-HA|H3|QLD/Wondai|2016-10-29',0.009878,0.012960000000000003,0.02533,0.03336499999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.009878,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/173/2012|70441|70441-HA|H3|VIC|2012-08-06',0.038302,0.026567999999999998,0.026552,0.008637,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.008637,A/SouthAustralia/30/2012
'H3N2|A/Victoria/346/2012|70413|70413-HA|H3|VIC/Melbourne|2012-07-12',0.037694000000000005,0.02596,0.025944000000000002,0.008029000000000001,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.008029000000000001,A/SouthAustralia/30/2012
'H3N2|A/Victoria/660/2016|70961|70961-HA|H3|VIC/Cranbourne|2016-10-26',0.009266,0.012348000000000003,0.024718000000000007,0.03275299999999999,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.009266,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/SouthAustralia/41/2016|70829|70829-HA|H3|SA/Woodville|2016-07-02',0.033343000000000005,0.021609,0.009245000000000001,0.029628,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.009245000000000001,A/SouthAustralia/55/2014
'H3N2|A/Sydney/245/2012|70444|70444-HA|H3|NSW/Corrimal|2012-09-04',0.030868000000000003,0.019134,0.019118000000000003,0.011120999999999999,'A/H3N2|A/SouthAustralia/30/2012|Australia|2012-05-10',0.011120999999999999,A/SouthAustralia/30/2012
'H3N2|A/SouthAustralia/135/2015|70764|70764-HA|H3|SA/Whyalla|2015-09-24',0.014211,0.006169000000000002,0.018539000000000003,0.026574000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.006169000000000002,A/HongKong/4801/2014
'H3N2|A/Brisbane/43/2014|70487|70487-HA|H3|QLD/GoldCaost|2014-02-17',0.01983,0.008096,0.013006,0.021041,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.008096,A/HongKong/4801/2014
'H3N2|A/Sydney/1094/2016|70913|70913-HA|H3|NSW/NeutralBay|2016-09-08',0.007415,0.010497000000000003,0.022867000000000005,0.030901999999999992,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.007415,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Brisbane/165/2016|70870|70870-HA|H3|QLD/SunshineCoast|2016-08-31',0.006789999999999999,0.009876000000000001,0.022246000000000002,0.030281000000000002,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.006789999999999999,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/2073/2016|70885|70885-HA|H3|VIC|2016-08-09',0.007418,0.010500000000000004,0.022870000000000005,0.030904999999999988,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.007418,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Sydney/6/2015|70560|70560-HA|H3|NSW/Gloucester|2015-01-05',0.031543,0.019809,0.007445,0.027828000000000006,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.007445,A/SouthAustralia/55/2014
'H3N2|A/Victoria/2074/2016|70877|70877-HA|H3|VIC|2016-08-09',0.010492,0.013574000000000003,0.025944,0.033978999999999995,'A/H3N2|A/Singapore/INFIMH-16-0019/2016|Singapore|2016-06-14',0.010492,A/Singapore/INFIMH-16-0019/2016
'H3N2|A/Victoria/503/2014|70494|70494-HA|H3|VIC/Pakenham|2014-05-05',0.029031,0.017297,0.013591,0.025316,'A/H3N2|A/SouthAustralia/55/2014|Australia|2014-06-29',0.013591,A/SouthAustralia/55/2014
'H3N2|A/Sydney/57/2015|70672|70672-HA|H3|NSW/Sydney|2015-06-19',0.015435,0.007401,0.019771,0.027806000000000004,'A/H3N2|A/HongKong/4801/2014|HongKong|2014',0.007401,A/HongKong/4801/2014
